x_geo y_geo xcos yc
0.1311488860010935 0.015251563741857108 0.8738524578558544 0.007525769343553652
0.12066306371091363 0.014420524911447082 0.8841473758189853 0.006977851027088348
0.11055661364308518 0.013581692681027806 0.8940593673235961 0.006439185642211551
0.10083962780761571 0.012738871765298112 0.9035785518809927 0.005911591226969018
0.09152180252878883 0.011895839206534909 0.912695440560988 0.0053968547348874725
0.0826124288350732 0.011056327463049527 0.9214009454506752 0.004896725226841222
0.07412038332481573 0.010224007631765656 0.929686388713456 0.0044129072006498645
0.0660541195133991 0.009402472884934806 0.9375435112392968 0.003947054084696003
0.058421659665937285 0.008595222201233009 0.9449644808775901 0.00350076192121215
0.05123058711804452 0.007805644471212094 0.9519419002444117 0.0030755632641437723
0.04448803908578109 0.0070370030563006655 0.9584688140963943 0.00267292131565372
