X		Y
1.0 -1.8831988949988114e-17
0.9997540885063836 6.603992529944423e-05
0.999016577664238 0.0002639762176634582
0.9977881383346464 0.0005932593642069835
0.9960698884337894 0.0010529766233114018
0.9938633926468887 0.001641856650744214
0.9911706620126731 0.002358275889681576
0.9879941533637464 0.0032002666398983034
0.9843367686046711 0.0041655266997356714
0.9802018538064411 0.005251430454655842
0.9755931980933947 0.006455041268592605
0.9705150322965547 0.007773125019218413
0.9649720273459284 0.009202164605937882
0.9589692923734963 0.010738375250098084
0.9525123724984507 0.012377720400749276
0.945607246266734 0.014115928056405973
0.9382603227180404 0.015948507313698054
0.9304784380551316 0.01787076495756758
0.9222688518925566 0.01987782191469028
0.9136392430645494 0.02196462940196601
0.9045977049749662 0.024125984615051967
0.8951527404754955 0.026356545817773993
0.8853132562619604 0.0286508467115676
0.875088556782204 0.031003309984547832
0.8644883376527353 0.03340825996201247
0.8535226785848857 0.03585993430375503
0.8422020358246001 0.03835249471806758
0.8305372341130726 0.04088003668730532
0.8185394581781462 0.043436598224895186
0.8062202437686645 0.04601616770824583
0.7935914682457325 0.048612690855671395
0.7806653407460649 0.05122007693774856
0.7674543919332758 0.05383220433402266
0.7539714633530435 0.05644292556428043
0.7402296964076216 0.059046071939323486
0.726242520964171 0.06163545798898144
0.7120236436098994 0.06420488583470865
0.6975870355650979 0.06674814968028006
0.6829469202629068 0.0692590405966635
0.6681177606021526 0.07173135177598253
0.6531142458769292 0.07415888442454473
0.637951278383907 0.07653545445620918
0.6226439597057069 0.07885490013498794
0.6072075766662324 0.08111109079985723
0.5916575869516861 0.08329793678552447
0.5760096043892374 0.08540940063060447
0.5602793838740548 0.08743950963965946
0.5444828059347392 0.08938236983821386
0.5286358609271955 0.09123218133061375
0.5127546328476917 0.09298325503992207
0.49685528275733704 0.09463003077743419
0.48095403181247015 0.09616709655739289
0.4650671438984918 0.09758920904062014
0.44921090786847834 0.0988913149596214
0.43340161939242666 0.10006857334780704
0.4176555624281461 0.10111637836735447
0.40198899033053664 0.1020303825044268
0.38626330926644403 0.10279356600725593
0.3706254108710525 0.1033817998611427
0.3551147795083553 0.10379219470190275
0.33974835705308765 0.10402262290403796
0.3245429721385586 0.1040714572755659
0.3095153127991211 0.10393758551603577
0.2946818987963346 0.103620422365908
0.2800590537682584 0.10311991916588634
0.26566287735168487 0.10243657056076884
0.25150921743545496 0.10157141810305177
0.23761364270905685 0.10052605053667488
0.22399141567426817 0.09930260057064919
0.21065746628850884 0.09790373798550236
0.19762636640672657 0.09633265895209828
0.18491230518398213 0.09459307148195428
0.1725290655934693 0.09268917697017309
0.16049000220455895 0.09062564783595714
0.1488080203527382 0.08840760131078675
0.1374955568182261 0.08604056947010266
0.12656456211282197 0.08353046565010279
0.1160264844554963 0.0808835474364166
0.10589225549668763 0.0781063764553215
0.09617227782962148 0.07520577524021481
0.08687641430460274 0.0721887814856539
0.07801397913958494 0.06906260003788178
0.06959373079782363 0.06583455300384723
0.06162386658150174 0.06251202838984317
0.05411201886930933 0.05910242770561183
0.047065252906464905 0.05561311298974209
0.0404900660379762 0.05205135372712831
0.0343923882603891 0.04842427413893367
0.028777583954180924 0.04473880132975688
0.023650454648570525 0.0410016147754421
0.01901524266304891 0.03721909762818314
0.014875635465526449 0.03339729030330405
0.01123477058573049 0.02954184679446881
0.008095240924392861 0.025657994141267404
0.005459100303799064 0.021750495445395774
0.003327869113324499 0.017823616799300057
0.00170253991449421 0.013881098454558791
0.0005835828836476952 0.009926130516846765
-2.9049013806359335e-05 0.005961333410523198
-0.00013591520562114838 0.0019887433092177736
0.00026052568796383917 -0.0019762832314692736
0.001150357029362792 -0.005849281192196664
0.0025301266685591054 -0.009615365510824554
0.004397289108618026 -0.013273441046879518
0.006748820686118374 -0.016822294049187905
0.009581227356090433 -0.020260600895414125
0.012890553817892596 -0.023586939890849194
0.01667239389001255 -0.02679980596121177
0.02092190202286187 -0.029897628035104755
0.02563380582175631 -0.03287878887536502
0.0308024194377624 -0.035741647085325186
0.03642165767222075 -0.03848456098640783
0.04248505063175017 -0.04110591403788316
0.0489857587645616 -0.04360414144838043
0.055916588106071585 -0.04597775761213415
0.06327000556214374 -0.048225383991193166
0.07103815406178361 -0.050345777058087106
0.07921286741768183 -0.05233785591182612
0.08778568474249751 -0.054200729183636755
0.09674786428099819 -0.05593372085747396
0.1060903965328592 -0.05753639464398318
0.11580401655778244 -0.05900857656505259
0.1258792153732581 -0.06035037542914362
0.136306250375399 -0.061562200904919276
0.14707515473440272 -0.06264477893193787
0.15817574573793003 -0.06359916424192057
0.16959763207758588 -0.0644267498018666
0.1813302200953209 -0.06512927303055538
0.1933627190275227 -0.06570881868219222
0.2056841453044174 -0.06616781833452792
0.2182833259807963 -0.06650904646311054
0.23114890139066135 -0.06673561312777904
0.24426932713286562 -0.06685095334146207
0.25763287550695135 -0.06685881323417202
0.2712276365279674 -0.06676323316617593
0.2850415186559487 -0.06656852798310103
0.2990622493798765 -0.0662792646416303
0.3132773757973029 -0.06590023746696602
0.32767426532945915 -0.06543644133191491
0.3422401067076742 -0.06489304307188454
0.3569619113604782 -0.06427535146993867
0.3718265153220509 -0.06358878616107295
0.3868205817719659 -0.06283884581485795
0.40195306046548523 -0.06203081416455118
0.41734008295305464 -0.06115039767834467
0.4328121005030942 -0.0601903582562071
0.44835424761490844 -0.059155730503079665
0.4639515564534923 -0.05805159306952336
0.4795889691112771 -0.05688304253365962
0.49525135033294976 -0.05565516851291437
0.5109235006889323 -0.054373030246100615
0.5265901701773128 -0.053041634857095954
0.5422360722288116 -0.051665917479751786
0.5578458980848532 -0.05025072339025486
0.5734043315150236 -0.04880079225849633
0.5888960638372162 -0.04732074459465674
0.6043058092015865 -0.04581507043175712
0.6196183200980764 -0.04428812024991127
0.6348184030466961 -0.04274409811398679
0.6498909344299435 -0.04118705696386554
0.6648208764276086 -0.039620895965958636
0.6795932930157176 -0.03804935980654019
0.6941933659933952 -0.03647603978218928
0.7086064110038846 -0.034904376520539446
0.7228178935187488 -0.033337664145890886
0.7368134447572676 -0.031779055689279606
0.7505788775161338 -0.03023156953147138
0.7641002018876254 -0.02869809666014666
0.7773636408473752 -0.027181408519292672
0.7903556456955735 -0.025684165229474244
0.8030629113378518 -0.02420892396211132
0.8154723913940924 -0.02275814725897591
0.8275713131249649 -0.021334211099610183
0.8393471921670335 -0.01993941253397439
0.8507878470677863 -0.018575976715038696
0.861881413611904 -0.017246063185848856
0.8726163589295048 -0.015951771297440527
0.8829814953760101 -0.014695144657390902
0.8929659941716968 -0.01347817453335089
0.9025593987870192 -0.012302802161113933
0.9117516380574265 -0.011170919932191062
0.9205330390087938 -0.010084371461007833
0.9288943393717803 -0.009044950556267854
0.9368266997605532 -0.00805439914430605
0.9443217154884462 -0.007114404213981674
0.9513714279903728 -0.00622659387246173
0.9579683358192923 -0.005392532618790644
0.9641054051818021 -0.004613715957143766
0.9697760799761207 -0.003891564483886609
0.974974291294388 -0.0032274175918177578
0.9796944663504158 -0.0026225269411396766
0.9839315367938359 -0.0020780498496995358
0.9876809463720271 -0.0015950427548627757
0.9909386579023073 -0.001174454896066501
0.9937011595186351 -0.0008171223607470275
0.9959654701594683 -0.0005237626271046329
0.9977291442664594 -0.000294969725260667
0.9989902756672552 -0.00013121012403084398
0.9997475006197902 -3.281943408323408e-05
1.0 1.8831988949988114e-17
