X		Y
0.9982690415155511 0.0001451594758716268
0.9962571659000209 0.00032696113812150074
0.9913716008965886 0.0008013211053497801
0.9841092028129507 0.0015639949106096402
0.9745896738063351 0.0026365149522823666
0.9629055241319415 0.004035963587405758
0.9491522670160456 0.005772007736745154
0.9334323482870768 0.007846354574816293
0.9158551125575264 0.01025275357904017
0.8965358745303944 0.012977271142789352
0.8755947730643381 0.015998758330179694
0.8531556127250695 0.019289468301151975
0.8293447701523511 0.02281578869367613
0.8042901984360333 0.026539057529800816
0.7781205434415814 0.030416433650440455
0.7509643757938467 0.034401795338004
0.7229495360069365 0.03844664380365847
0.6942025862292115 0.04250099149289221
0.6648483594961687 0.046514218536813964
0.6350095958625344 0.05043588399185223
0.6048066540721498 0.054216481640990084
0.5743572873345462 0.05780813298450431
0.5437764721566886 0.06116521257061838
0.5131762798961371 0.06424490297956179
0.48266578164631774 0.0670076785752643
0.4523509781430502 0.06941771859243867
0.4223347475190462 0.07144325126077108
0.39271680487149263 0.07305683151783524
0.3635936687036907 0.07423555546766042
0.3350586303245751 0.07496121514324633
0.30720172322022793 0.0752203973686413
0.28010969023852517 0.07500453062767655
0.253865947148195 0.0743098838685338
0.22855054174879189 0.07313752114179738
0.20424010822487976 0.07149321592225581
0.1810078168666691 0.06938732894642845
0.15892331963568593 0.06683465347106415
0.1380526923599816 0.0638542321232169
0.11845837463413572 0.060469150151926096
0.10019910883723816 0.05670631126434561
0.08332988019091171 0.05259620509761467
0.06790186073054881 0.04817268147290407
0.05396236210941055 0.04347276013318523
0.04155480702682154 0.03853653696509513
0.030718741876699093 0.033407332146547855
0.021489951190999557 0.02813247504505002
0.013900866815196766 0.022765987950477032
0.007982044749860506 0.017378227736886406
0.0037690978144396124 0.012101206278702023
0.0013599448889916597 0.007503198969740886
0.0011002166796681813 -0.00538560035736036
0.0037663912517380445 -0.01029810546968627
0.008144072420984597 -0.015143154931239156
0.014242257960008957 -0.019793622846734762
0.022056015603204273 -0.024185681657629455
0.03157341207739892 -0.028273492113456093
0.042776982603792035 -0.03201957181996531
0.05564412731508126 -0.035392119639922844
0.07014720562636008 -0.038364234530666466
0.08625351951201904 -0.04091376397606772
0.10392524430379686 -0.04302338398245713
0.123119327809682 -0.04468076154402755
0.14378736607268056 -0.045878734490648804
0.16587545972718581 -0.04661547552911458
0.18932405358469612 -0.04689462050236565
0.21406776208234304 -0.046725346737084276
0.24003518392223963 -0.04612239010202753
0.2671487103573524 -0.045105990836519276
0.2953243330186781 -0.04370175914731428
0.32447145885522916 -0.04194045243128632
0.3544927416089757 -0.039857657004533927
0.38528394119953174 -0.037493368565545346
0.41673382435821077 -0.03489146740518301
0.44872412171529813 -0.03209908668105745
0.48112955817022823 -0.029165874948844605
0.5138179746003727 -0.026143157602962173
0.5466505596101255 -0.02308300589488453
0.5794822098977775 -0.020037226688158695
0.6121620367365863 -0.01705629093390893
0.6445340338627428 -0.014188223803706834
0.6764379186130611 -0.011477484228181959
0.7077101534013214 -0.008963865932376958
0.738185148595543 -0.006681455563405398
0.7676966407002529 -0.004657685785655142
0.7960792317238156 -0.0029125219022875883
0.8231700671178193 -0.0014578193329347717
0.848810621237311 -0.0002968859184529363
0.8728485515290731 0.0005757225432709501
0.8951395763660924 0.0011741528027155133
0.915549327519531 0.0015209394623133823
0.9339551279408003 0.0016464246052994725
0.9502476510290733 0.0015879225520654785
0.9643324341778844 0.001388651153733656
0.976131263128549 0.001096458832043986
0.9855835728744653 0.0007623758911267082
0.9926484876547135 0.000438986861586839
0.997310519214954 0.0001784259324806585
0.9996111829226135 2.8191459461672093e-05
1.0 2.1560231466842322e-31
