x_geo y_geo xcos yc
1.0 -1.1102230246251566e-18 6.23052411713454e-05 1.3736594872278488e-05
0.9997512863650163 5.068561339784074e-05 0.0005606540077782163 9.8185659230164e-05
0.9990050712072448 0.00017422456250770595 0.0015568547761034002 0.0002398177621972802
0.9977619105728239 0.00035436400313585374 0.0030499145115561177 0.00042743728982514595
0.9960229414288966 0.000582328201424091 0.005038344899721436 0.0006538147620341393
0.9937898244823395 0.0008518823335812002 0.007520163829944748 0.0009135252464613534
0.9910647286451408 0.0011581214897389296 0.010492897371142729 0.0012021875858252895
0.9878503230102526 0.0014969598278111373 0.01395358223787152 0.0015161023539876023
0.9841497711522164 0.0018648654340125295 0.01789876874419416 0.001852050693823261
0.9799667261993642 0.0022587051118660036 0.02232452424240261 0.0022071710910046686
0.9753053260708474 0.002675645987202232 0.027226437043166463 0.002578878604463553
0.9701701886012016 0.0031130894959301237 0.032599620813200836 0.002964809224964464
0.9645664064120325 0.0035686251920081236 0.038438719446069636 0.0033627800580417516
0.9584995414547515 0.004039997364080569 0.0447379124012689 0.003770759965858974
0.951975619181517 0.004525080290987239 0.051490920506268245 0.0041868473949988865
0.9450011223200216 0.005021859527102404 0.058691012215726535 0.004609253300862878
0.9375829842387374 0.005528417515454349 0.06633101032164268 0.005036287783935869
0.9297285818961033 0.0060429223787719245 0.07440329910775273 0.005466349490684923
0.9214457283716805 0.00656361908823582 0.08289983194104122 0.005897917113413785
0.9127426649804373 0.007088822438669602 0.09181213929280047 0.006329542510214104
0.9036280529735905 0.007616911413319419 0.10113133718124034 0.00675984509344457
0.8941109648311378 0.008146324628273138 0.11084813602723503 0.007187507223938522
0.884200875152549 0.00867555662235014 0.12095284991437721 0.007611270411329209
0.8739076511531463 0.009203154813188312 0.1314354062441105 0.008029932166691818
0.8632415427746055 0.009727716980825791 0.1422853557763144 0.008442343387460836
0.8522131724187503 0.010247889170626459 0.15349188304533412 0.008847406179831329
0.8408335243144682 0.01076236393080851 0.1650438171410724 0.00924407204299368
0.8291139335281414 0.011269878818066693 0.1769296428443951 0.009631340354240197
0.8170660746284841 0.011769215119187082 0.18913751210575241 0.010008257105382598
0.8047019500171289 0.012259196748090777 0.20165525585557198 0.010373913849859728
0.7920338779366991 0.012738689287083726 0.21447039613465257 0.010727446826994502
0.7790744801684587 0.01320659914871992 0.22757015853246476 0.01106803623551565
0.765836669431956 0.013661872840952917 0.24094148492096124 0.011394905633018202
0.7523336364993597 0.014103496323414628 0.25457104647120316 0.011707321441739308
0.7385788370374402 0.014530494446907797 0.2684452569398261 0.012004592544056879
0.724585978190386 0.014941930471671075 0.28255028621210354 0.01228606995361765
0.710369004916837 0.015336905662779825 0.29687207408810556 0.012551146550076768
0.6959420860947101 0.015714558963262563 0.311396344298212 0.012799256867166604
0.6813196004075449 0.016074066747207346 0.32610861873400887 0.013029876925274226
0.6665161220262488 0.016414642656355782 0.3409942318803809 0.013242524100946161
0.6515464061002375 0.016735537524478723 0.35603834543441676 0.013436757026797674
0.6364253740720953 0.017036039394234592 0.3712259630965517 0.013612175516214044
0.6211680988299668 0.01731547363126437 0.38654194551920495 0.013768420508020568
0.6057897897119929 0.01757320314000835 0.40197102539801094 0.013905174026987514
0.5903057773771844 0.017808628685172308 0.4174978226906004 0.014022159156643909
0.5747314985572012 0.01802118932195585 0.43310685994776044 0.014119140021414619
0.5590824807035817 0.018210362937117648 0.4487825777416934 0.014195921775580756
0.5433743265450279 0.01837566690172349 0.46450935017599204 0.01425235059700472
0.5276226985694243 0.01851665883503999 0.4802715004618736 0.014288313683966486
0.5118433034453252 0.018632937477533685 0.4960533165451434 0.014303739253835443
0.49605187639771464 0.018724143669350338 0.511839066768312 0.014298596542658328
0.48026416555289725 0.018789961429019016 0.5276130155522541 0.014272895805085166
0.46449591626745157 0.018830119125488324 0.5433594390817754 0.014226688314387136
0.44876285545622835 0.018844390734995844 0.559062640979454 0.014160066362648284
0.4330806759344497 0.018832597172734302 0.5747069679521305 0.014073163261542313
0.4174650207890217 0.01879460768784598 0.5902768253944511 0.013966153344441762
0.40193146779423705 0.01873034130898733 0.6057566929339094 0.013839251970954824
0.3864955138871086 0.018639768326592553 0.6211311399018916 0.013692715535351374
0.3711725597176291 0.018522911797062398 0.6363848407153015 0.01352684148073024
0.3559778942893147 0.0183798490534431 0.6515025901534364 0.013341968321202068
0.3409266797054403 0.018210713206770382 0.6664693185148806 0.01313847567482441
0.32603393603642306 0.018015694622161495 0.6812701066393122 0.012916784310537232
0.3113145263238566 0.01779504235396963 0.6958902007792466 0.012677356212919542
0.2967831417367351 0.01754906552489316 0.710315027306892 0.012420694669234497
0.2824542868954342 0.017278134634877693 0.7245302072414599 0.012147344383966995
0.2683422653790459 0.016982682786983207 0.7385215705824446 0.011857891626904904
0.25446116543167613 0.016663206819130215 0.7522751704345887 0.011552964421795472
0.24082484588333114 0.016320268332809477 0.7657772969104506 0.01123323278375296
0.227446922301024 0.015954494612461192 0.77901449079672 0.010899409014938145
0.2143407533857418 0.015566579432328668 0.791973556970653 0.0105522480696219
0.2015194276309281 0.015157283751201879 0.8046415775532582 0.010192548001641115
0.1889957502581536 0.014727436299631105 0.8170059247861193 0.009821150509530986
0.17678223044569377 0.014277934068969215 0.8290542736190187 0.009438941597367245
0.16489106886580593 0.013809742717072703 0.8407746139958168 0.009046852372698666
0.15333414554662217 0.013323896911766199 0.852155262826336 0.008645860007054765
0.142123008074778 0.012821500640404977 0.8631848756323196 0.008236988889585932
